no,,flip,flip
not,,flip,flip
ultimately,RB,,maximize
purely,RB,positive,median
purer,JJR,positive,high
pure,JJ,positive,median
true,JJ,positive,median
genuine,JJ,positive,high
genuinely,RB,positive,high
really,RB,,increase
absolutely,RB,,maximize
completely,RB,,maximize
immensely,RB,,maximize
incredibly,RB,,maximize
hugely,RB,,maximize
incomparably,RB,,maximize
perfectly,RB,,maximize
prodigiously,RB,,maximize
profoundly,RB,,maximize
supremely,RB,,maximize
surpassingly,RB,,maximize
terrifically,RB,,maximize
tremendously,RB,,maximize
utterly,RB,,maximize
wholly,RB,,maximize
terribly,RB,,maximize
unmistakably,RB,,maximize
unbelievably,RB,,maximize
staggeringly,RB,,maximize
such,RB,,increase
rather,RB,,increase
very,RB,,increase
greatly,RB,,increase
extremely,RB,,increase
amazingly,RB,,increase
deliriously,RB,,increase
more,RB,,increase
quite,RB,,increase
far,RB,,increase
mostly,RB,,increase
definitely,RB,,increase
surprisingly,RB,,increase
entirely,RB,,increase
highly,RB,,increase
fully,RB,,increase
largely,RB,,increase
entertained,JJ,positive,median
thoroughly,RB,,increase
remarkably,RB,,increase
strongly,RB,,increase
notably,RB,,increase
altogether,RB,,increase
exceedingly,RB,,increase
totally,RB,,increase
strikingly,RB,positive,median
exceptionally,RB,,increase
specially,RB,positive,median
positively,RB,,increase
considerably,RB,,increase
vastly,RB,,increase
unusually,RB,,increase
peculiarly,,,increase
peculiarly,RB,negative,median
intensely,RB,,increase
extraordinarily,RB,,increase
excessively,RB,,increase
emphatically,RB,,increase
comprehensively,RB,,increase
significantly,RB,,increase
pretty,RB,,increase
pretty,JJ,positive,median
mightily,RB,,increase
inordinately,RB,,increase
astonishingly,RB,,increase
substantially,RB,,increase
reasonably,RB,,increase
moderately,RB,,decrease
enormously,RB,,increase
acutely,RB,,increase
somewhat,RB,,decrease
relatively,RB,,decrease
fairly,RB,,decrease
slightly,RB,,decrease
hardly,RB,,decrease
barely,RB,,decrease
mildly,RB,,decrease
partly,RB,,decrease
passably,RB,,decrease
scarcely,RB,,decrease
tolerably,RB,,decrease
partially,RB,,decrease
imperceptibly,RB,,decrease
accommodating,JJ,positive,median
adaptable,JJ,positive,median
brave,JJ,positive,median
braver,JJR,positive,high
careful,JJ,positive,median
cautious,JJ,positive,median
circumspect,JJ,positive,median
conscientious,JJ,positive,median
considerate,JJ,positive,median
constant,JJ,positive,median
courageous,JJ,positive,high
dauntless,JJ,positive,high
dependable,JJ,positive,median
devoted,JJ,positive,median
exact,JJ,positive,median
faithful,JJ,positive,median
fearless,JJ,positive,high
firm,JJ,positive,median
flexible,JJ,positive,median
flexible,RB,positive,median
gallant,JJ,positive,high
gutsy,JJ,positive,high
heroic,JJ,positive,high
honest,JJ,positive,median
honorable,JJ,positive,median
indefatigable,JJ,positive,median
loyal,JJ,positive,median
meticulous,JJ,positive,median
patient,JJ,positive,median
persevering,JJ,positive,median
plucky,JJ,positive,median
reliable,JJ,positive,median
reliable,RB,positive,median
resolute,JJ,positive,high
safe,JJ,positive,median
scrupulous,JJ,positive,median
scrupulous,RB,positive,median
stalwart,JJ,positive,median
staunch,JJ,positive,high
steadfast,JJ,positive,high
steady,JJ,positive,median
thorough,JJ,positive,median
tireless,JJ,positive,median
trustworthy,JJ,positive,median
trusty,JJ,positive,median
unafraid,JJ,positive,median
undaunted,JJ,positive,median
unfailing,JJ,positive,median
unflagging,JJ,positive,high
unswerving,JJ,positive,high
untiring,JJ,positive,median
unvarying,JJ,positive,median
unwavering,JJ,positive,high
upright,JJ,positive,median
valiant,JJ,positive,median
veracious,JJ,positive,median
vigilant,JJ,positive,median
wary,JJ,positive,median
watchful,JJ,positive,median
capricious,JJ,negative,median
cowardly,JJ,negative,high
despondent,JJ,negative,median
disloyal,JJ,negative,median
distracted,JJ,negative,low
erratic,JJ,negative,median
false,JJ,negative,median
fickle,JJ,negative,median
foolhardy,JJ,negative,high
gutless,JJ,negative,median
hasty,JJ,negative,median
headstrong,JJ,negative,median
impatient,JJ,negative,median
impetuous,JJ,negative,high
impulsive,JJ,negative,median
inconstant,JJ,negative,median
irresolute,JJ,negative,median
madcap,JJ,negative,median
obstinate,JJ,negative,median
rash,JJ,negative,median
reckless,JJ,negative,high
shaky,JJ,negative,median
soft,JJ,negative,median
spineless,JJ,negative,high
stubborn,JJ,negative,median
timid,JJ,negative,median
traitorous,JJ,negative,median
treacherous,JJ,negative,high
undependable,JJ,negative,median
unfaithful,JJ,negative,median
unloyal,JJ,negative,median
unpredictable,JJ,negative,median
unreliable,JJ,negative,median
unsure,JJ,negative,median
untrustworthy,JJ,negative,median
vacillating,JJ,negative,median
variable,JJ,negative,median
wayward,JJ,negative,median
weak,JJ,negative,median
wilful,JJ,negative,median
willful,JJ,negative,median
firmer,JJR,positive,high
safer,JJR,positive,high
truer,JJR,positive,high
softer,JJR,negative,high
weaker,JJR,negative,high
bravest,JJS,positive,max
safest,JJS,positive,max
truest,JJS,positive,max
weakest,JJS,negative,max
carefully,RB,positive,median
cautiously,RB,positive,median
constantly,RB,positive,median
courageously,RB,positive,high
devotedly,RB,positive,median
discreetly,RB,positive,median
faithfully,RB,positive,median
firmly,RB,positive,median
honestly,RB,positive,median
meticulously,RB,positive,median
patiently,RB,positive,median
reliably,RB,positive,median
resolutely,RB,positive,median
safely,RB,positive,median
stalwartly,RB,positive,median
staunchly,RB,positive,high
steadfastly,RB,positive,high
steadily,RB,positive,median
tirelessly,RB,positive,median
unfailingly,RB,positive,median
uprightly,RB,positive,median
valiantly,RB,positive,median
erratically,RB,negative,median
impatiently,RB,negative,median
recklessly,RB,negative,high
shakily,RB,negative,median
softly,RB,negative,median
spinelessly,RB,negative,high
stubbornly,RB,negative,median
weakly,RB,negative,median
auspicious,JJ,positive,median
celebrated,JJ,positive,median
charmed,JJ,positive,median
cool,JJ,positive,median
cooler,JJR,positive,high
customary,JJ,positive,median
distinguished,JJ,positive,median
eminent,JJ,positive,median
familiar,JJ,positive,median
famous,JJ,positive,high
famous,RB,positive,high
fashionable,JJ,positive,median
favored,JJ,positive,median
fortunate,JJ,positive,median
great,JJ,positive,median
illustrious,JJ,positive,high
intimate,JJ,positive,median
lucky,JJ,positive,median
natural,JJ,positive,median
normal,JJ,positive,median
notable,JJ,positive,median
noted,JJ,positive,median
popular,JJ,positive,median
predictably,RB,positive,median
predictable,JJ,positive,median
prominent,JJ,positive,high
propitious,JJ,positive,median
renowned,JJ,positive,median
stable,JJ,positive,median
typical,JJ,positive,median
unsung,JJ,positive,median
usual,JJ,positive,median
abnormal,JJ,negative,median
bizarre,JJ,negative,high
daggy,JJ,negative,median
dated,JJ,negative,median
eccentric,JJ,negative,median
freak,JJ,negative,median
freakish,JJ,negative,median
freaky,JJ,negative,median
hapless,JJ,negative,median
idiosyncratic,JJ,negative,median
irregular,JJ,negative,median
kooky,JJ,negative,high
luckless,JJ,negative,median
nameless,JJ,negative,median
obscure,JJ,negative,median
odd,JJ,negative,median
oddball,JJ,negative,median
outlandish,JJ,positive,high
peculiar,JJ,negative,median
queer,JJ,negative,high
retrograde,JJ,negative,median
strange,JJ,negative,median
stranger,JJR,negative,high
unidentified,JJ,negative,median
unilluminated,JJ,negative,median
unknown,JJ,negative,median
unlucky,JJ,negative,median
unrenowned,JJ,negative,median
unusual,JJ,negative,median
weird,JJ,negative,median
weirdo,NN,negative,median
whacko,NN,negative,high
whacky,JJ,negative,median
wretched,JJ,negative,median
greater,JJR,positive,high
coolest,JJS,positive,max
greatest,JJS,positive,max
farthest,JJS,negative,max
strangest,JJS,negative,max
coolly,RB,positive,median
eminently,RB,positive,median
fortunately,RB,positive,median
intimately,RB,positive,median
normally,RB,positive,median
popularly,RB,positive,median
prominently,RB,positive,high
renownedly,RB,positive,high
stably,RB,positive,median
typically,RB,positive,median
usually,RB,positive,median
abnormally,RB,negative,median
bizarrely,RB,negative,high
eccentrically,RB,negative,median
irregularly,RB,negative,median
obscurely,RB,negative,median
oddly,RB,negative,median
outrageously,RB,negative,high
outstandingly,RB,positive,high
outwardly,RB,negative,median
strangely,RB,negative,median
weirdly,RB,negative,median
able,JJ,positive,median
accomplished,JJ,positive,median
adept,JJ,positive,very high
adroit,JJ,positive,high
adult,JJ,positive,median
astute,JJ,positive,median
balanced,JJ,positive,median
capable,JJ,positive,median
clever,JJ,positive,median
competent,JJ,positive,low
droll,JJ,positive,median
educated,JJ,positive,median
experienced,JJ,positive,median
expert,JJ,positive,high
fit,JJ,positive,median
gifted,JJ,positive,median
hale,JJ,positive,median
healthy,JJ,positive,median
humorous,JJ,positive,median
insightful,JJ,positive,median
intelligent,JJ,positive,median
knowing,JJ,positive,median
learned,JJ,positive,median
literate,JJ,positive,median
masterly,JJ,positive,high
mature,JJ,positive,median
powerful,JJ,positive,median
productive,JJ,positive,median
proficient,JJ,positive,median
qualified,JJ,positive,low
robust,JJ,positive,median
sagacious,JJ,positive,high
sane,JJ,positive,median
sensible,JJ,positive,median
sharp,JJ,positive,median
shrewd,JJ,positive,median
skilled,JJ,positive,median
skillful,JJ,positive,median
successful,JJ,positive,median
successful,RB,positive,median
together,JJ,positive,median
trained,JJ,positive,median
vigorous,JJ,positive,median
wise,JJ,positive,median
witty,JJ,positive,median
smart,JJ,positive,median
talented,JJ,positive,median
professional,JJ,positive,median
sophisticated,JJ,positive,median
ambitious,JJ,positive,median
masterful,JJ,positive,high
intellectual,JJ,positive,median
imaginative,JJ,positive,median
backward,JJ,negative,median
boring,JJ,negative,median
brainless,JJ,negative,median
callow,JJ,negative,median
childish,JJ,negative,median
crazed,JJ,negative,median
crazy,JJ,negative,median
crippled,JJ,negative,median
daft,JJ,negative,high
demented,JJ,negative,median
dense,JJ,negative,high
deranged,JJ,negative,median
dim,JJ,negative,median
doltish,JJ,negative,median
dreary,JJ,negative,median
dull,JJ,negative,median
dumb,JJ,negative,median
feeble,JJ,negative,median
flaky,JJ,negative,median
foolish,JJ,negative,median
grave,JJ,negative,median
helpless,JJ,negative,median
ignorant,JJ,negative,median
illiterate,JJ,negative,median
imbecilic,JJ,negative,high
immature,JJ,negative,median
impotent,JJ,negative,median
incapable,JJ,negative,median
incompetent,JJ,negative,median
inexperienced,JJ,negative,median
inexpert,JJ,negative,median
infantile,JJ,negative,median
infirm,JJ,negative,median
insane,JJ,negative,median
lunatic,JJ,negative,median
mild,JJ,negative,median
moronic,JJ,negative,high
naive,JJ,negative,median
neurotic,JJ,negative,median
numskulled,JJ,negative,high
obtuse,JJ,negative,median
puerile,JJ,negative,median
sick,JJ,negative,high
simple,JJ,negative,median
slack,JJ,negative,median
slow,JJ,negative,median
slow,RB,negative,median
sluggish,JJ,negative,median
stupid,JJ,negative,median
stupider,JJR,negative,high
thick,JJ,negative,median
thickheaded,JJ,negative,median
unaccomplished,JJ,negative,median
unbalanced,JJ,negative,median
uncultured,JJ,negative,median
uneducated,JJ,negative,median
unenlightened,JJ,negative,median
unfit,JJ,negative,median
unhealthy,JJ,negative,median
unhinged,JJ,negative,median
uninstructed,JJ,negative,median
unintelligent,JJ,negative,median
unlearned,JJ,negative,median
unlettered,JJ,negative,high
unproductive,JJ,negative,median
unprotected,JJ,negative,median
unqualified,JJ,negative,median
unschooled,JJ,negative,median
unskilled,JJ,negative,median
unsophisticated,JJ,negative,median
unsound,JJ,negative,median
unsuccessful,JJ,negative,median
untaught,JJ,negative,median
untrained,JJ,negative,median
untutored,JJ,negative,median
whimpy,JJ,negative,median
witless,JJ,negative,median
idiotic,JJ,negative,high
mindless,JJ,negative,median
clumsy,JJ,negative,median
saner,JJR,positive,high
sharper,JJR,positive,high
wiser,JJR,positive,high
duller,JJR,negative,high
milder,JJR,negative,high
mildest,JJS,negative,max
sicker,JJR,negative,high
simpler,JJR,negative,high
slower,JJR,negative,high
thicker,JJR,negative,high
sharpest,JJS,positive,max
wisest,JJS,positive,max
densest,JJS,negative,max
dullest,JJS,negative,max
simplest,JJS,negative,max
slowest,JJS,negative,max
stupidest,JJS,negative,max
thickest,JJS,negative,max
cleverly,RB,positive,median
competently,RB,positive,median
expertly,RB,positive,high
fitfully,RB,positive,median
fittingly,RB,positive,median
imaginatively,RB,positive,median
intellectually,RB,positive,median
intelligently,RB,positive,median
knowingly,RB,positive,high
masterfully,RB,positive,high
powerfully,RB,positive,median
professionally,RB,positive,median
sagaciously,RB,positive,high
sanely,RB,positive,median
sensibly,RB,positive,median
sharply,RB,positive,median
shrewdly,RB,positive,median
skillfully,RB,positive,median
smartly,RB,positive,median
sophisticatedly,RB,positive,median
soundly,RB,positive,median
successfully,RB,positive,median
vigorously,RB,positive,median
wisely,RB,positive,median
backwardly,RB,negative,median
childishly,RB,negative,median
densely,RB,negative,high
dimly,RB,negative,median
dully,RB,negative,median
foolishly,RB,negative,median
helplessly,RB,negative,median
insanely,RB,,increase
moronically,RB,negative,high
naively,RB,negative,median
sickly,RB,negative,median
sickeningly,RB,negative,high
slackly,RB,negative,median
slowly,RB,negative,median
sluggishly,RB,negative,median
stupidly,RB,negative,median
unsuccessfully,RB,negative,median
altruistic,JJ,positive,median
beneficial,JJ,positive,median
benevolent,JJ,positive,median
blameless,JJ,positive,max
caring,JJ,positive,median
charitable,JJ,positive,median
chaste,JJ,positive,median
courteous,JJ,positive,median
decent,JJ,positive,low
dutiful,JJ,positive,median
ethical,JJ,positive,median
fair,JJ,positive,median
friendly,JJ,positive,median
generous,JJ,positive,median
good,JJ,positive,median
gracious,JJ,positive,high
helpful,JJ,positive,median
humane,JJ,positive,low
humanitarian,JJ,positive,median
humble,JJ,positive,median
kind,JJ,positive,median
kindly,JJ,positive,median
kindly,RB,positive,median
magnanimous,JJ,positive,high
meek,JJ,positive,median
modest,JJ,positive,median
moral,JJ,positive,median
noble,JJ,positive,high
nobler,JJR,positive,very high
obliging,JJ,positive,median
philanthropic,JJ,positive,median
polite,JJ,positive,median
praiseworthy,JJ,positive,high
principled,JJ,positive,median
proper,JJ,positive,median
respectable,JJ,positive,median
respectful,JJ,positive,median
reverent,JJ,positive,median
right,JJ,positive,median
righteous,JJ,positive,high
sensitive,JJ,positive,median
sympathetic,JJ,positive,median
thoughtful,JJ,positive,median
tolerant,JJ,positive,median
unassuming,JJ,positive,median
unostentatious,JJ,positive,median
unpretentious,JJ,positive,median
upstanding,JJ,positive,median
virtuous,JJ,positive,high
worthy,JJ,positive,median
arrogant,JJ,negative,median
atrocious,JJ,negative,high
avaricious,JJ,negative,median
bad,JJ,negative,median
barbarous,JJ,negative,median
base,JJ,negative,median
beggarly,JJ,negative,median
brutal,JJ,negative,high
callous,JJ,negative,median
conceited,JJ,negative,median
corrupt,JJ,negative,median
covetous,JJ,negative,median
crooked,JJ,negative,median
crude,JJ,negative,median
cruel,JJ,negative,high
degenerate,JJ,negative,median
depraved,JJ,negative,high
dirty,JJ,negative,median
discourteous,JJ,negative,median
dishonorable,JJ,negative,median
egoistic,JJ,negative,median
egotistic,JJ,negative,median
evil,JJ,negative,high
foul,JJ,negative,median
grabby,JJ,negative,median
grasping,JJ,negative,median
greedy,JJ,negative,median
harsh,JJ,negative,median
hateful,JJ,negative,median
haughty,JJ,negative,median
immoral,JJ,negative,median
impertinent,JJ,negative,median
impolite,JJ,negative,median
indecent,JJ,negative,high
inequitable,JJ,negative,median
iniquitous,JJ,negative,median
insensitive,JJ,negative,median
insolent,JJ,negative,median
irreverent,JJ,negative,median
low,JJ,negative,median
malevolent,JJ,negative,median
mean,JJ,negative,median
meaner,JJR,negative,high
mercenary,JJ,negative,median
miserly,JJ,negative,median
nefarious,JJ,negative,high
obscene,JJ,negative,median
parsimonious,JJ,negative,median
partial,JJ,negative,median
petty,JJ,negative,median
reprobate,JJ,negative,median
rotten,JJ,negative,high
rough,JJ,negative,median
rude,JJ,negative,median
savage,JJ,negative,median
selfish,JJ,negative,median
sinful,JJ,negative,median
snobby,JJ,negative,median
unchaste,JJ,negative,median
uncivil,JJ,negative,median
uncivilized,JJ,negative,median
unclean,JJ,negative,median
uncouth,JJ,negative,median
unethical,JJ,negative,median
unfair,JJ,negative,median
unfeeling,JJ,negative,median
ungracious,JJ,negative,median
unjust,JJ,negative,median
unkind,JJ,negative,median
unmannerly,JJ,negative,median
unpleasant,JJ,negative,median
unpolished,JJ,negative,median
unprincipled,JJ,negative,median
unrefined,JJ,negative,median
unrighteous,JJ,negative,median
unscrupulous,JJ,negative,median
vain,JJ,negative,median
vicious,JJ,negative,median
vile,JJ,negative,high
villainous,JJ,negative,median
vulgar,JJ,negative,high
wicked,JJ,negative,median
wrongful,JJ,negative,median
kinder,JJR,positive,high
baser,JJR,negative,high
harsher,JJR,negative,high
lower,JJR,negative,high
rougher,JJR,negative,high
roughest,JJS,negative,max
kindest,JJS,positive,max
noblest,JJS,positive,max
lowest,JJS,negative,max
meanest,JJS,negative,max
courteously,RB,positive,median
decently,RB,positive,low
dutifully,RB,positive,median
generously,RB,positive,median
graciously,RB,positive,high
helpfully,RB,positive,median
justifiably,RB,positive,median
most,RB,,maximize
modestly,RB,positive,median
morally,RB,positive,median
obligingly,RB,positive,median
politely,RB,positive,median
properly,RB,positive,median
respectably,RB,positive,median
respectfully,RB,positive,median
reverentially,RB,positive,median
righteously,RB,positive,high
rightfully,RB,positive,median
rightly,RB,positive,median
sensitively,RB,positive,median
sympathetically,RB,positive,median
thoughtfully,RB,positive,median
worthily,RB,positive,median
arrogantly,RB,negative,median
atrociously,RB,negative,high
badly,RB,negative,median
brutally,RB,negative,high
crudely,RB,negative,median
cruelly,RB,negative,high
evilly,RB,negative,high
foully,RB,negative,median
harshly,RB,negative,median
lowly,RB,negative,median
lowly,JJ,negative,median
reprobately,RB,negative,median
roughly,RB,negative,median
rudely,RB,negative,median
savagely,RB,negative,median
selfishly,RB,negative,median
sinfully,RB,negative,median
snobbily,RB,negative,median
unfairly,RB,negative,median
unpleasantly,RB,negative,median
vainly,RB,negative,median
wickedly,RB,negative,median
wrongfully,RB,negative,median
believable,JJ,positive,median
candid,JJ,positive,median
credible,JJ,positive,median
direct,JJ,positive,median
discrete,JJ,positive,median
equitable,JJ,positive,median
forthright,JJ,positive,median
frank,JJ,positive,median
guileless,JJ,positive,median
ingenuous,JJ,positive,median
open,JJ,positive,median
plain,JJ,positive,median
plainer,JJR,positive,high
plainspoken,JJ,positive,median
sincere,JJ,positive,median
straight,JJ,positive,median
tactful,JJ,positive,median
truthful,JJ,positive,median
unbiased,JJ,positive,median
beguiling,JJ,negative,median
blabbermouth,JJ,negative,median
blunt,JJ,negative,median
crafty,JJ,negative,high
cunning,JJ,negative,high
deceitful,JJ,negative,high
deceiving,JJ,negative,median
deceptive,JJ,negative,median
delusive,JJ,negative,median
delusory,JJ,negative,median
devious,JJ,positive,high
dishonest,JJ,negative,median
duplicitous,JJ,negative,median
fallacious,JJ,negative,median
fishy,JJ,negative,median
foxy,JJ,negative,median
fraudulent,JJ,negative,median
guileful,JJ,negative,median
insidious,JJ,negative,high
knavish,JJ,negative,median
lying,JJ,negative,median
manipulative,JJ,negative,median
mendacious,JJ,negative,median
misleading,JJ,negative,median
oblique,JJ,negative,median
roguish,JJ,negative,median
roundabout,JJ,negative,median
scheming,JJ,negative,high
shady,JJ,negative,median
shifty,JJ,negative,median
slick,JJ,negative,median
slippery,JJ,negative,median
sly,JJ,negative,median
sneaky,JJ,negative,median
tricky,JJ,negative,median
underhanded,JJ,negative,high
unhonest,JJ,negative,median
untruthful,JJ,negative,median
wily,JJ,negative,median
franker,JJR,positive,high
plainest,JJS,positive,max
sincerest,JJS,positive,max
candidly,RB,positive,median
directly,RB,positive,median
frankly,RB,positive,median
openly,RB,positive,median
plainly,RB,positive,median
sincerely,RB,positive,median
straightly,RB,positive,median
straightforwardly,RB,positive,median
truthfully,RB,positive,median
bluntly,RB,negative,median
cunningly,RB,negative,high
deceptively,RB,negative,median
insidiously,RB,negative,high
schemingly,RB,negative,high
shadily,RB,negative,median
shiftily,RB,negative,median
slickly,RB,negative,median
slyly,RB,negative,median
sneakily,RB,negative,median
trickily,RB,negative,median
cheerful,JJ,positive,median
comfortable,JJ,positive,median
impressed,JJ,positive,median
happy,JJ,positive,median
confident,JJ,positive,median
assured,JJ,positive,median
trusting,JJ,positive,median
involved,JJ,positive,median
absorbed,JJ,positive,high
engrossed,JJ,positive,high
satisfied,JJ,positive,high
pleased,JJ,positive,median
chuffed,JJ,positive,median
thrilled,JJ,positive,high
buoyant,JJ,positive,median
jubilant,JJ,positive,high
fond,JJ,positive,median
loving,JJ,positive,median
adoring,JJ,positive,high
attentive,JJ,positive,median
busy,JJ,positive,median
industrious,JJ,positive,median
upbeat,JJ,positive,median
intent,JJ,positive,median
secure,JJ,positive,median
sanguine,JJ,positive,median
captivated,JJ,positive,high
warm,JJ,positive,median
rapt,JJ,positive,high
perky,JJ,positive,median
occupied,JJ,positive,median
lively,JJ,positive,median
joyful,JJ,positive,median
exultant,JJ,positive,high
engaged,JJ,positive,median
doting,JJ,positive,median
diligent,JJ,positive,median
chirpy,JJ,positive,high
bouncy,JJ,positive,high
blithe,JJ,positive,median
assiduous,JJ,positive,median
wrapped,JJ,positive,median
triumphant,JJ,positive,median
triumphal,JJ,positive,median
tender,JJ,positive,median
positive,JJ,positive,median
pleasant,JJ,positive,median
peppy,JJ,positive,high
gleeful,JJ,positive,high
glad,JJ,positive,median
fascinated,JJ,positive,median
exulting,JJ,positive,high
contented,JJ,positive,median
affectionate,JJ,positive,median
zealous,JJ,positive,median
overjoyed,JJ,positive,high
merry,JJ,positive,median
enthralled,JJ,positive,high
energetic,JJ,positive,median
elated,JJ,positive,high
effervescent,JJ,positive,high
animated,JJ,positive,median
joyous,JJ,positive,median
jolly,JJ,positive,median
vivacious,JJ,positive,median
delighted,JJ,positive,median
cheery,JJ,positive,median
jocund,JJ,positive,median
mirthful,JJ,positive,median
keen,JJ,positive,median
jovial,JJ,positive,high
lighthearted,JJ,positive,median
enthusiastic,JJ,positive,median
ecstatic,JJ,positive,high
eager,JJ,positive,median
felicitous,JJ,positive,median
euphoric,JJ,positive,median
excited,JJ,positive,median
entranced,JJ,positive,high
sad,JJ,negative,median
anxious,JJ,negative,median
bored,JJ,negative,median
angry,JJ,negative,median
fearful,JJ,negative,median
afraid,JJ,negative,median
melancholy,JJ,negative,median
dejected,JJ,negative,median
joyless,JJ,negative,max
cheerless,JJ,negative,max
unhappy,JJ,negative,median
downcast,JJ,negative,median
depressed,JJ,negative,median
uneasy,JJ,negative,median
startled,JJ,negative,median
surprised,JJ,positive,high
astonished,JJ,negative,median
float,JJ,negative,median
stale,JJ,negative,median
jaded,JJ,negative,median
cross,JJ,negative,median
furious,JJ,negative,high
scared,JJ,negative,median
terrorised,JJ,negative,high
terrorized,JJ,negative,high
restless,JJ,negative,median
fidgety,JJ,negative,high
nervous,JJ,negative,median
dismal,JJ,negative,max
aghast,JJ,negative,very high
down,JJ,negative,median
blue,JJ,negative,high
jumpy,JJ,negative,median
gloomy,JJ,negative,high
frightened,JJ,negative,median
dispirited,JJ,negative,median
apprehensive,JJ,negative,median
unquiet,JJ,negative,median
troubled,JJ,negative,median
raging,JJ,negative,median
mournful,JJ,negative,high
miserable,JJ,negative,median
disconsolate,JJ,negative,very high
woebegone,JJ,negative,median
terrible,JJ,negative,very high
terrible,RB,negative,high
somber,JJ,negative,median
nervy,JJ,negative,median
jittery,JJ,negative,median
glum,JJ,negative,median
fretful,JJ,negative,median
downhearted,JJ,negative,median
doleful,JJ,negative,high
disturbed,JJ,negative,median
distressed,JJ,negative,median
bleak,JJ,negative,median
terrified,JJ,negative,high
sorrowful,JJ,negative,median
oppressive,JJ,negative,median
grim,JJ,negative,median
forlorn,JJ,negative,high
depressing,JJ,negative,median
wrathful,JJ,negative,median
worried,JJ,negative,median
uptight,JJ,negative,median
perturbed,JJ,negative,low
morose,JJ,negative,median
agitated,JJ,negative,median
sullen,JJ,negative,median
spooked,JJ,negative,median
moody,JJ,negative,median
irritable,JJ,negative,median
ireful,JJ,negative,median
irate,JJ,negative,median
irascible,JJ,negative,median
infuriated,JJ,negative,median
indignant,JJ,negative,median
disheartened,JJ,negative,high
discouraged,JJ,negative,median
awful,JJ,negative,high
unsettled,JJ,negative,median
tense,JJ,negative,median
panicky,JJ,negative,median
intimidated,JJ,negative,median
heartsick,JJ,negative,median
fuming,JJ,negative,median
dismayed,JJ,negative,median
crestfallen,JJ,negative,median
dreadful,JJ,negative,median
desolate,JJ,negative,median
surly,JJ,negative,median
sulky,JJ,negative,median
spiritless,JJ,negative,median
peevish,JJ,negative,median
hopeless,JJ,negative,high
despairing,JJ,negative,high
pessimistic,JJ,negative,median
pathetic,JJ,negative,median
heartbroken,JJ,negative,median
desperate,JJ,negative,median
cantankerous,JJ,negative,median
mirthless,JJ,negative,median
grumpy,JJ,negative,median
mopey,JJ,negative,median
happier,JJR,positive,high
livelier,JJR,positive,high
warmer,JJR,positive,high
fonder,JJR,positive,high
fondest,JJS,positive,max
affectionately,RB,positive,median
assuredly,RB,positive,median
attentively,RB,positive,median
cheerfully,RB,positive,median
cheerily,RB,positive,median
confidently,RB,positive,median
contentedly,RB,positive,median
eagerly,RB,positive,median
energetically,RB,positive,median
enthusiastically,RB,positive,median
fondly,RB,positive,median
gladly,RB,positive,median
